avg_vol_3_month,intraday_price,market_cap,name,pe_ratio_ttm,percent_change,price_change,sector,ticker,volume
1511000.0,390.67,191271000000.0,Linde plc,43.46,+0.50,+1.96,basic_materials,LIN,1612000.0
2643000.0,62.65,158545000000.0,BHP Group Limited,8.71,+2.15,+1.32,basic_materials,BHP,1827000.0
3064000.0,66.55,107956000000.0,Rio Tinto Group,8.73,+0.68,+0.45,basic_materials,RIO,3006000.0
1425000.0,276.50,71307000000.0,The Sherwin-Williams Company,30.72,-1.29,-3.62,basic_materials,SHW,1780000.0
832133,305.33,67821000000.0,"Air Products and Chemicals, Inc.",31.38,+0.63,+1.90,basic_materials,APD,1140000.0
1161000.0,87.44,67599999999.99999,Southern Copper Corporation,25.42,+2.61,+2.22,basic_materials,SCCO,1173000.0
1764,76.93,66760000000.00001,"EIDP, Inc.",,+1.08,+0.82,basic_materials,CTA-PB,3198
12592000.0,44.65,63996000000.0,Freeport-McMoRan Inc.,30.37,+2.34,+1.02,basic_materials,FCX,10206000.0
21766000.0,14.63,63468000000.0,Vale S.A.,4.72,+2.74,+0.39,basic_materials,VALE,21839000.0
1042999.9999999999,183.14,52144000000.0,Ecolab Inc.,45.56,-0.24,-0.44,basic_materials,ECL,1300000.0
485,59.85,51938000000.0,"EIDP, Inc.",,+0.59,+0.35,basic_materials,CTA-PA,4401
1251000.0,60.30,43710000000.0,CRH plc,17.33,+0.37,+0.22,basic_materials,CRH,1208000.0
1451000.0,172.09,43233000000.0,Nucor Corporation,7.91,+1.86,+3.15,basic_materials,NUE,1637000.0
3384000.0,56.43,40115000000.0,"Corteva, Inc.",33.19,+0.52,+0.29,basic_materials,CTVA,2077000.0
4677000.0,56.47,39942000000.0,Dow Inc.,14.12,+1.82,+1.01,basic_materials,DOW,6366000.0
341269,125.49,38087000000.0,POSCO Holdings Inc.,23.81,+3.80,+4.59,basic_materials,PKX,516331
3453000.0,77.63,35633000000.0,"DuPont de Nemours, Inc.",35.61,+0.43,+0.33,basic_materials,DD,2372000.0
2898000.0,68.89,34212000000.000004,Nutrien Ltd.,5.37,+1.70,+1.15,basic_materials,NTR,1748000.0
7808000.0,42.92,34110000000.0,Newmont Corporation,,+1.18,+0.50,basic_materials,NEM,7612000.0
1507000.0,143.90,33890000000.0,"PPG Industries, Inc.",25.83,-1.04,-1.51,basic_materials,PPG,2012000.0
1904000.0,98.86,32497000000.0,LyondellBasell Industries N.V.,10.66,+0.50,+0.49,basic_materials,LYB,3574000.0
14091000.0,17.29,30352000000.0,Barrick Gold Corporation,288.17,+1.83,+0.31,basic_materials,GOLD,10507000.0
838277,220.50,29340000000.0,Vulcan Materials Company,47.22,+0.14,+0.31,basic_materials,VMC,650912
431474,145.84,27995000000.0,Franco-Nevada Corporation,41.55,+1.19,+1.72,basic_materials,FNV,304214
394467,446.46,27667000000.0,"Martin Marietta Materials, Inc.",29.33,-0.51,-2.27,basic_materials,MLM,448883
2389000.0,52.41,25910000000.0,Agnico Eagle Mines Limited,10.32,+2.12,+1.09,basic_materials,AEM,1812000.0
1996000.0,212.28,24908000000.0,Albemarle Corporation,6.80,+2.03,+4.23,basic_materials,ALB,3303000.0
2104000.0,28.86,24184000000.0,ArcelorMittal S.A.,4.02,+2.70,+0.76,basic_materials,MT,3224000.0
3802000.0,44.43,22890000000.0,Teck Resources Limited,8.30,+1.69,+0.74,basic_materials,TECK,2795000.0
2220000.0,84.61,21583000000.0,International Flavors & Fragrances Inc.,,-0.80,-0.68,basic_materials,IFF,4531000.0
1403000.0,73.69,21049000000.0,Sociedad Química y Minera de Chile S.A.,5.45,-1.23,-0.92,basic_materials,SQM,1906000.0
1616000.0,44.83,20301000000.0,Wheaton Precious Metals Corp.,32.49,+1.86,+0.82,basic_materials,WPM,1109000.0
1528000.0,106.58,18016000000.0,"Steel Dynamics, Inc.",6.17,+2.67,+2.77,basic_materials,STLD,1277000.0
499441,137.50,17551000000.0,Westlake Corporation,9.44,+0.31,+0.42,basic_materials,WLK,382585
327216,292.86,17218000000.0,Reliance Steel & Aluminum Co.,10.45,+1.10,+3.19,basic_materials,RS,239182
2665000.0,82.08,16006000000.0,"CF Industries Holdings, Inc.",5.46,+1.05,+0.85,basic_materials,CF,1949000.0
5174000.0,15.47,14299000000.0,Gold Fields Limited,19.83,+0.85,+0.13,basic_materials,GFI,5709000.0
6088000.0,20.57,13887000000.0,"Avantor, Inc.",22.86,-3.34,-0.71,basic_materials,AVTR,11255000.0
1439000.0,125.39,13641000000.0,Celanese Corporation,9.18,-0.48,-0.60,basic_materials,CE,758911
4333000.0,40.76,13537000000.0,The Mosaic Company,5.00,+1.34,+0.54,basic_materials,MOS,2457000.0
637991,103.31,13318000000.0,RPM International Inc.,27.77,-1.28,-1.34,basic_materials,RPM,1510000.0
43337,29.60,13197000000.0,James Hardie Industries plc,25.74,+1.51,+0.44,basic_materials,JHX,29032
1395000.0,10.16,13123000000.0,Suzano S.A.,3.49,+1.70,+0.17,basic_materials,SUZ,1127000.0
1240000.0,96.23,12042000000.0,FMC Corporation,14.90,-0.11,-0.11,basic_materials,FMC,779056
6169000.0,7.62,11055000000.0,"CEMEX, S.A.B. de C.V.",19.54,-0.65,-0.05,basic_materials,CX,7276000.0
6288000.0,6.15,10757000000.0,Gerdau S.A.,4.56,+3.19,+0.19,basic_materials,GGB,5380000.0
907785,85.58,10197000000.0,Eastman Chemical Company,15.09,-0.96,-0.83,basic_materials,EMN,1897000.0
2459000.0,22.20,9315000000.0,AngloGold Ashanti Limited,49.33,+0.82,+0.18,basic_materials,AU,1498000.0
8484000.0,17.65,9091000000.0,Cleveland-Cliffs Inc.,18.58,+3.16,+0.54,basic_materials,CLF,6747000.0
298864,14.07,8925000000.0,Sasol Limited,4.19,+0.64,+0.09,basic_materials,SSL,207803
214985,44.65,8765000000.0,Ternium S.A.,6.35,+0.22,+0.10,basic_materials,TX,278256
1253000.0,6.69,8626000000.0,ICL Group Ltd,4.78,0.00,0.00,basic_materials,ICL,1280000.0
415287,120.14,7891000000.0,"Royal Gold, Inc.",33.37,+1.32,+1.57,basic_materials,RGLD,867350
1418000.0,57.68,7457000000.0,Olin Corporation,7.57,-0.52,-0.30,basic_materials,OLN,2330000.0
2128000.0,32.00,7089000000.0,Axalta Coating Systems Ltd.,33.33,-1.08,-0.35,basic_materials,AXTA,1946000.0
119004,84.29,7038000000.0,West Fraser Timber Co. Ltd.,8.35,-1.08,-0.92,basic_materials,WFG,151325
165950,158.00,6742000000.0,"Simpson Manufacturing Co., Inc.",19.82,-0.04,-0.07,basic_materials,SSD,242001
819787,57.22,6682000000.0,Commercial Metals Company,7.07,+1.72,+0.97,basic_materials,CMC,619359
364225,184.37,6548000000.0,Eagle Materials Inc.,14.79,+1.11,+2.03,basic_materials,EXP,310690
4886000.0,36.19,6456000000.0,Alcoa Corporation,,+4.11,+1.43,basic_materials,AA,6025000.0
329869,102.76,6381000000.0,"UFP Industries, Inc.",10.33,+0.91,+0.93,basic_materials,UFPI,160356
3665000.0,16.88,6161000000.0,Pan American Silver Corp.,,+6.36,+1.01,basic_materials,PAAS,5009000.0
6907000.0,25.50,5775000000.0,United States Steel Corporation,3.68,+3.36,+0.83,basic_materials,X,7694000.0
1978000.0,36.14,5701000000.0,Univar Solutions Inc.,13.29,+0.47,+0.17,basic_materials,UNVR,4869000.0
1596000.0,36.98,5516000000.0,The Chemours Company,11.63,+1.12,+0.41,basic_materials,CC,1826000.0
3562000.0,7.73,5470000000.0,Sibanye Stillwater Limited,5.33,+3.20,+0.24,basic_materials,SBSW,5389000.0
1869000.0,29.77,5394000000.0,Huntsman Corporation,20.82,+0.10,+0.03,basic_materials,HUN,1593000.0
1407000.0,20.96,5060000000.0,Element Solutions Inc,29.94,+0.14,+0.03,basic_materials,ESI,1840000.0
2591000.0,12.35,4876000000.0,Alamos Gold Inc.,53.70,+1.48,+0.18,basic_materials,AGI,2019000.0000000002
575350,91.36,4783000000.0,Ashland Inc.,20.62,-0.49,-0.45,basic_materials,ASH,481273
3060000.0,24.62,4424000000.0,Livent Corporation,14.48,+0.08,+0.02,basic_materials,LTHM,2884000.0
1410000.0,10.62,4365000000.0,Braskem S.A.,,+2.71,+0.28,basic_materials,BAK,917265
32045,451.70,4348000000.0,NewMarket Corporation,14.07,+0.66,+2.94,basic_materials,NEU,30303
94054,134.74,4342000000.0,Balchem Corporation,44.18,+2.97,+3.89,basic_materials,BCPC,191222
789374,36.18,4299000000.0,"Summit Materials, Inc.",16.01,+0.03,+0.01,basic_materials,SUM,626879
2918000.0,23.85,4236000000.0,MP Materials Corp.,18.78,+0.25,+0.06,basic_materials,MP,1977000.0
325948,103.49,4097000000.0000005,Boise Cascade Company,6.32,+1.53,+1.56,basic_materials,BCC,428454
336264,74.03,3988000000.0,H.B. Fuller Company,26.16,+1.40,+1.02,basic_materials,FUL,855671
338398,71.00,3986000000.0,Cabot Corporation,12.79,+1.30,+0.91,basic_materials,CBT,370120
721645,70.04,3927000000.0,The Scotts Miracle-Gro Company,,-0.91,-0.64,basic_materials,SMG,585628
524850,40.53,3691000000.0,Avient Corporation,94.26,+1.00,+0.40,basic_materials,AVNT,498826
98498,200.38,3603000000.0,Quaker Chemical Corporation,,+1.02,+2.02,basic_materials,KWR,75330
6323000.0,5.76,3550000000.0,Hecla Mining Company,,+3.23,+0.18,basic_materials,HL,4336000.0
1564000.0,20.18,3224000000.0,Lithium Americas Corp.,,+3.54,+0.69,basic_materials,LAC,1731000.0
116132,229.50,3113000000.0,WD-40 Company,48.73,+0.35,+0.80,basic_materials,WDFC,104586
274548,45.04,3066000000.0,Methanex Corporation,10.93,+2.43,+1.07,basic_materials,MEOH,263664
1387000.0,14.56,2972000000.0,SSR Mining Inc.,20.22,+1.89,+0.27,basic_materials,SSRM,1243000.0
175137,13.79,2794000000.0,Triple Flag Precious Metals Corp.,40.56,+2.07,+0.28,basic_materials,TFPM,180186
747038,19.09,2755000000.0,Constellium SE,17.04,+0.53,+0.10,basic_materials,CSTM,630921
1020000.0,14.82,2744000000.0,Osisko Gold Royalties Ltd,41.17,+2.70,+0.39,basic_materials,OR,655073
144530,64.04,2705000000.0,Sensient Technologies Corporation,20.39,-1.08,-0.70,basic_materials,SXT,249988
80482,107.14,2664000000.0,Innospec Inc.,20.64,+1.27,+1.34,basic_materials,IOSP,63661
265985,173.22,2503000000.0,"Alpha Metallurgical Resources, Inc.",2.28,+1.89,+3.22,basic_materials,AMR,212468
742550,43.47,2459000000.0,Knife River Corporation,34.50,-1.00,-0.44,basic_materials,KNF,302810
85630,119.14,2455000000.0,Materion Corporation,25.40,+2.65,+3.08,basic_materials,MTRN,82395
408809,128.44,2399000000.0,"Arch Resources, Inc.",2.11,+3.75,+4.64,basic_materials,ARCH,507804
460854,64.02,2326000000.0,Ingevity Corporation,11.99,+1.01,+0.64,basic_materials,NGVT,255253
631869,44.25,2301000000.0,"Warrior Met Coal, Inc.",3.38,+4.17,+1.77,basic_materials,HCC,529271
500761,47.08,2244000000.0,Tecnoglass Inc.,12.26,+1.86,+0.86,basic_materials,TGLS,324001
125233,24.03,2224000000.0,Ero Copper Corp.,30.42,+3.40,+0.79,basic_materials,ERO,364026
26552000.0,133.11,1688000000000.0,Alphabet Inc.,30.32,+0.08,+0.10,communication_services,GOOG,18360000.0
34821000.0,132.72,1687000000000.0,Alphabet Inc.,30.16,+0.11,+0.14,communication_services,GOOGL,26482000.0
25214000.0,318.60,816486000000.0,"Meta Platforms, Inc.",41.32,-2.11,-6.88,communication_services,META,23714000.0
7356000.0,438.97,195140000000.0,"Netflix, Inc.",51.22,+3.10,+13.19,communication_services,NFLX,6447000.0
19063000.0,45.26,188681000000.0,Comcast Corporation,33.78,+0.07,+0.03,communication_services,CMCSA,15942000.0
6474000.0,137.77,165309000000.0,"T-Mobile US, Inc.",44.59,-2.20,-3.10,communication_services,TMUS,5518000.0
15015000.0,88.89,162429000000.0,The Walt Disney Company,39.86,+3.20,+2.76,communication_services,DIS,20730000.0
24713000.0,34.08,143272000000.0,Verizon Communications Inc.,6.82,+0.15,+0.05,communication_services,VZ,24447000.0
47023000.0,14.52,103803000000.0,AT&T Inc.,,+0.48,+0.07,communication_services,T,47241000.0
10935000.0,92.76,72924000000.0,"Activision Blizzard, Inc.",33.98,+0.25,+0.23,communication_services,ATVI,10573000.0
1301000.0,20.92,70942000000.0,"América Móvil, S.A.B. de C.V.",11.82,-2.47,-0.53,communication_services,AMX,1507000.0
1152000.0,108.74,70282000000.0,"NetEase, Inc.",23.24,+0.22,+0.24,communication_services,NTES,735172
1170000.0,405.19,61011000000.0,"Charter Communications, Inc.",13.12,+2.11,+8.39,communication_services,CHTR,1457000.0
2393000.0,155.99,54922000000.0,"Baidu, Inc.",29.10,+0.41,+0.63,communication_services,BIDU,2818000.0
1321000.0,43.22,39425000000.0,BCE Inc.,20.39,+0.32,+0.14,communication_services,BCE,987269
2155000.0,136.35,37103000000.0,Electronic Arts Inc.,47.51,-1.09,-1.50,communication_services,EA,2187000.0
3350000.0,90.79,35278000000.0,"DoorDash, Inc.",,+1.27,+1.14,communication_services,DASH,3080000.0
22071000.0,13.07,31840000000.0,"Warner Bros. Discovery, Inc.",,+2.19,+0.28,communication_services,WBD,13169000.0
420740,11.31,30075000000.0,Orange S.A.,13.79,-0.96,-0.11,communication_services,ORAN,276514
1959000.0,149.41,28899000000.0,Spotify Technology S.A.,,+0.55,+0.81,communication_services,SPOT,1872000.0
89682,36.70,28711000000.0,"Chunghwa Telecom Co., Ltd.",24.14,-1.08,-0.40,communication_services,CHT,77396
6146000.0,9.62,26025000000.0,Vodafone Group Public Limited Company,2.04,-1.33,-0.13,communication_services,VOD,4428000.0
1663000.0,152.94,25898000000.0,"Take-Two Interactive Software, Inc.",,+0.88,+1.34,communication_services,TTWO,1042999.9999999999
1633000.0,17.79,25742000000.0,TELUS Corporation,23.10,-0.28,-0.05,communication_services,TU,2142000.0
178014,24.53,24458000000.0,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,17.40,+0.45,+0.11,communication_services,TLK,149970
9140000.0,39.25,23969000000.0,Roblox Corporation,,+0.82,+0.32,communication_services,RBLX,7257000.0
306311,43.78,23294000000.0,Rogers Communications Inc.,19.63,-0.73,-0.32,communication_services,RCI,309007
2247000.0,87.75,20888000000.0,"Live Nation Entertainment, Inc.",112.50,-1.77,-1.58,communication_services,LYV,7214000.0
10804000.0,28.99,19822000000.0,"Pinterest, Inc.",,+1.90,+0.54,communication_services,PINS,10806000.0
22303000.0,5.10,19729000000.0,Sirius XM Holdings Inc.,17.59,-0.20,-0.01,communication_services,SIRI,24146000.0
28396000.0,11.36,18196000000.0,Snap Inc.,,+6.37,+0.68,communication_services,SNAP,37620000.0
901652,72.60,16815999999.999998,Formula One Group,39.24,+0.12,+0.09,communication_services,FWONK,1083000.0
1837000.0,84.62,16718000000.0,Omnicom Group Inc.,12.50,+2.51,+2.07,communication_services,OMC,4422000.0
123612,64.28,16700000000.0,Formula One Group,34.93,-0.06,-0.04,communication_services,FWONA,158732
4168999.9999999995,33.45,16408999999.999998,Fox Corporation,15.56,+0.63,+0.21,communication_services,FOXA,2924000.0
1179000.0,31.41,16388000000.000002,Fox Corporation,14.68,+0.93,+0.29,communication_services,FOX,622293
2069999.9999999998,31.55,16279000000.0,Warner Music Group Corp.,38.48,-1.16,-0.37,communication_services,WMG,1543000.0
1637000.0,8.98,15012000000.0,Telefônica Brasil S.A.,17.61,-0.33,-0.03,communication_services,VIV,1056000.0
7986000.0,96.27,13553000000.0,"Roku, Inc.",,+7.43,+6.66,communication_services,ROKU,36075000.0
5385000.0,34.23,13214000000.0,"The Interpublic Group of Companies, Inc.",14.26,+2.79,+0.93,communication_services,IPG,10903000.0
6819000.0,6.99,13145000000.0,Tencent Music Entertainment Group,19.42,-1.96,-0.14,communication_services,TME,9867000.0
141448,88.83,13013000000.0,Liberty Broadband Corporation,13.46,+1.94,+1.69,communication_services,LBRDA,90441
842704,89.13,13009000000.0,Liberty Broadband Corporation,13.55,+2.00,+1.75,communication_services,LBRDK,733610
5168000.0,46.51,12951000000.0,"Match Group, Inc.",45.16,+2.00,+0.91,communication_services,MTCH,3756000.0
480077,53.22,12624000000.0,"Zillow Group, Inc.",,+1.33,+0.70,communication_services,ZG,350645
2811000.0,54.16,12611000000.0,"Zillow Group, Inc.",,+1.21,+0.65,communication_services,Z,2188000.0
5177000.0,66.03,11951000000.0,Twilio Inc.,,+3.08,+1.97,communication_services,TWLO,4291000.0
114917,54.74,11870000000.0,WPP plc,13.72,+0.42,+0.23,communication_services,WPP,84829
737619,20.11,11391000000.0,News Corporation,43.72,+2.29,+0.45,communication_services,NWS,996449
2284000.0,19.82,11384000000.0,News Corporation,43.09,+2.27,+0.44,communication_services,NWSA,3162000.0
81830,19.26,10934000000.0,Paramount Global,,+4.56,+0.84,communication_services,PARAA,142659
15711000.0,16.03,10548000000.0,Paramount Global,,+4.57,+0.70,communication_services,PARA,11485000.0
1232000.0,31.83,10425000000.0,The Liberty SiriusXM Group,10.37,-1.49,-0.48,communication_services,LSXMK,1569000.0
1133000.0,31.70,10350000000.0,The Liberty SiriusXM Group,10.36,-1.89,-0.61,communication_services,LSXMA,966779
564,32.70,10065000000.0,The Liberty SiriusXM Group,10.16,+0.15,+0.05,communication_services,LSXMB,400
2542000.0,19.76,8612000000.0,Liberty Global plc,,+0.30,+0.06,communication_services,LBTYK,2049000.0
1836000.0,18.57,8550000000.000001,Liberty Global plc,,-0.05,-0.01,communication_services,LBTYA,1193000.0
259,19.08,8500999999.999999,Liberty Global plc,,0.00,0.00,communication_services,LBTYB,968
5946000.0,19.07,8080000000.0,Bilibili Inc.,,+2.14,+0.40,communication_services,BILI,8304000.0
485832,20.07,7900000000.0,"SK Telecom Co., Ltd.",10.40,+0.45,+0.09,communication_services,SKM,343623
392819,11.03,7899000000.0,Pearson plc,26.26,-0.72,-0.08,communication_services,PSO,516596
654083,105.00,7823000000.0,"World Wrestling Entertainment, Inc.",53.85,-0.86,-0.91,communication_services,WWE,544711
560504,15.10,7309000000.0,TIM S.A.,19.87,-1.24,-0.19,communication_services,TIMB,611170
2083000.0000000002,23.60,7079000000.0,"Endeavor Group Holdings, Inc.",,-0.30,-0.07,communication_services,EDR,956034
0,18.94,6797000000.0,Yandex N.V.,,0.00,0.00,communication_services,YNDX,1
984203,40.76,6712000000.0,The New York Times Company,35.75,+1.34,+0.54,communication_services,NYT,837431
286329,186.72,6695000000.0,"Nexstar Media Group, Inc.",8.83,+2.36,+4.31,communication_services,NXST,239234
997600,52.55,6617000000.0,Iridium Communications Inc.,477.73,-2.87,-1.55,communication_services,IRDM,1379000.0
12073000.0,6.34,6065000000.0,"iQIYI, Inc.",158.50,+0.32,+0.02,communication_services,IQ,11066000.0
581219,69.60,5976000000.0,IAC Inc.,,+2.65,+1.80,communication_services,IAC,472708
1142000.0,11.73,5781000000.0,KT Corporation,6.63,-0.09,-0.01,communication_services,KT,1553000.0
44980,23.37,5138000000.0,PLDT Inc.,26.56,-1.64,-0.39,communication_services,PHI,30953
217012,212.75,5083000000.0,Madison Square Garden Sports Corp.,62.39,+0.24,+0.51,communication_services,MSGS,3620000.0
3385000.0,18.21,4468000000.0,"Frontier Communications Parent, Inc.",11.98,+5.81,+1.00,communication_services,FYBR,2274000.0
1130000.0,11.94,4367000000.0,Playtika Holding Corp.,16.36,+0.84,+0.10,communication_services,PLTK,590397
14076000.0,7.93,4227999999.9999995,DISH Network Corporation,2.58,+1.80,+0.14,communication_services,DISH,8662000.0
65129,723.94,4113000000.0000005,"Cable One, Inc.",34.75,+1.95,+13.84,communication_services,CABO,56944
421443,31.97,3939000000.0,Autohome Inc.,15.15,-3.82,-1.27,communication_services,ATHM,704683
1116000.0,15.75,3706000000.0,Weibo Corporation,14.45,+2.54,+0.39,communication_services,WB,1658000.0
1827000.0,22.16,3612000000.0,Manchester United plc,,-1.60,-0.36,communication_services,MANU,807794
125500,6.27,3549000000.0,Telecom Argentina S.A.,,-2.18,-0.14,communication_services,TEO,109679
365772,72.52,3429000000.0,"Ziff Davis, Inc.",100.72,+1.09,+0.78,communication_services,ZD,190433
1992000.0,16.90,3404000000.0,TEGNA Inc.,6.33,0.00,0.00,communication_services,TGNA,1810000.0
1036999.9999999999,20.85,3230000000.0,Integral Ad Science Holding Corp.,189.55,+2.61,+0.53,communication_services,IAS,976096
746620,45.05,3101000000.0,Yelp Inc.,90.10,+0.38,+0.17,communication_services,YELP,1040000.0
1707000.0,5.31,3057000000.0,"Grupo Televisa, S.A.B.",,+2.31,+0.12,communication_services,TV,2080000.0
304724,61.24,2958000000.0,"Cogent Communications Holdings, Inc.",278.36,-0.24,-0.15,communication_services,CCOI,371123
861325,6.71,2866000000.0,Stagwell Inc.,134.20,+0.90,+0.06,communication_services,STGW,589753
303548,8.10,2702000000.0,IHS Holding Limited,,-1.22,-0.10,communication_services,IHS,202203
106461,15.62,2675000000.0,Millicom International Cellular S.A.,60.08,-0.83,-0.13,communication_services,TIGO,190036
68988,47.34,2621000000.0,"Atlanta Braves Holdings, Inc.",,+3.59,+1.64,communication_services,BATRA,216226
202996,40.72,2604000000.0,"Atlanta Braves Holdings, Inc.",,+2.96,+1.17,communication_services,BATRK,388642
403791,92.69,2479000000.0,"InterDigital, Inc.",15.27,+1.37,+1.25,communication_services,IDCC,240727
591835,34.76,2404000000.0,JOYY Inc.,14.73,+0.46,+0.16,communication_services,YY,279283
1489000.0,15.13,2051000000.0000002,"Magnite, Inc.",,+0.40,+0.06,communication_services,MGNI,852333
2590000.0,16.69,2029000000.0,"Cinemark Holdings, Inc.",,+0.66,+0.11,communication_services,CNK,3126000.0
1226000.0,10.65,2011000000.0000002,Hello Group Inc.,9.77,+1.24,+0.13,communication_services,MOMO,1054000.0
1398000.0,45.80,1966000000.0,"Dave & Buster's Entertainment, Inc.",16.18,+0.88,+0.40,communication_services,PLAY,622301
534027,15.07,1938000000.0,Gogo Inc.,22.16,-4.74,-0.75,communication_services,GOGO,807247
572155,34.23,1891000000.0,"John Wiley & Sons, Inc.",110.42,+0.82,+0.28,communication_services,WLY,3473000.0
59023000.0,133.68,1372000000000.0,"Amazon.com, Inc.",318.29,+1.11,+1.47,consumer_cyclical,AMZN,41188000.0
135566000.0,267.43,847619000000.0,"Tesla, Inc.",86.83,+0.37,+0.99,consumer_cyclical,TSLA,84334000.0
4266000.0,333.84,335636000000.0,"The Home Depot, Inc.",20.32,+0.75,+2.47,consumer_cyclical,HD,2666000.0
19547000.0,102.16,261785000000.00003,Alibaba Group Holding Limited,26.40,+1.60,+1.61,consumer_cyclical,BABA,17346000.0
306566,168.24,228053000000.0,Toyota Motor Corporation,13.28,+0.65,+1.09,consumer_cyclical,TM,199618
2414000.0,293.20,214064000000.0,McDonald's Corporation,31.49,-0.28,-0.83,consumer_cyclical,MCD,3288000.0
8292000.0,110.39,169668000000.0,"NIKE, Inc.",34.18,+1.63,+1.77,consumer_cyclical,NKE,6324000.0
2789000.0,234.27,137277999999.99998,"Lowe's Companies, Inc.",22.44,-0.35,-0.82,consumer_cyclical,LOW,2614000.0
9768000.0,89.82,119334000000.0,PDD Holdings Inc.,23.21,+0.53,+0.47,consumer_cyclical,PDD,8431000.0
6986000.0,101.57,116440000000.0,Starbucks Corporation,32.98,+0.32,+0.32,consumer_cyclical,SBUX,6134000.0
328953,2970.80,109723000000.0,Booking Holdings Inc.,29.69,-1.38,-41.45,consumer_cyclical,BKNG,344600
4746000.0,86.53,99444000000.0,"The TJX Companies, Inc.",26.71,-0.37,-0.32,consumer_cyclical,TJX,3030000.0
6581000.0,152.19,95919000000.0,"Airbnb, Inc.",50.39,-0.74,-1.14,consumer_cyclical,ABNB,4455000.0
11457000.0,41.31,64896000000.0,"JD.com, Inc.",24.02,+1.92,+0.78,consumer_cyclical,JD,11770000.0
4235000.0,20.55,63953000000.0,Stellantis N.V.,3.45,0.00,0.00,consumer_cyclical,STLA,4844000.0
516495,1238.05,62160000000.0,"MercadoLibre, Inc.",102.15,+1.06,+13.03,consumer_cyclical,MELI,502205
1855000.0,201.81,61220000000.0,"Marriott International, Inc.",23.69,+1.10,+2.20,consumer_cyclical,MAR,2729000.0
349087,320.39,58614000000.0,Ferrari N.V.,53.04,-0.44,-1.43,consumer_cyclical,RACE,262920
456391,925.79,56361000000.0,"O'Reilly Automotive, Inc.",26.76,-0.32,-3.00,consumer_cyclical,ORLY,359991
290109,1962.28,54139000000.0,"Chipotle Mexican Grill, Inc.",52.99,+2.60,+49.76,consumer_cyclical,CMG,487867
13837000.0,38.37,53339000000.0,General Motors Company,5.93,+0.84,+0.32,consumer_cyclical,GM,11685000.0
60654000.0,13.21,52850000000.0,Ford Motor Company,18.10,-0.38,-0.05,consumer_cyclical,F,64034000.00000001
1115000.0,31.92,52759000000.0,"Honda Motor Co., Ltd.",11.78,+0.41,+0.13,consumer_cyclical,HMC,516057
1560000.0,378.53,48098000000.0,Lululemon Athletica Inc.,50.74,+0.15,+0.57,consumer_cyclical,LULU,856045
4157000.0,59.81,45722000000.0,Las Vegas Sands Corp.,854.43,+1.00,+0.59,consumer_cyclical,LVS,4227000.0
188561,2481.72,45058000000.0,"AutoZone, Inc.",19.57,+0.16,+3.95,consumer_cyclical,AZO,106125
2976000.0,127.02,42961000000.0,"D.R. Horton, Inc.",9.04,-0.42,-0.53,consumer_cyclical,DHI,2371000.0
7574000.0,42.80,42360000000.0,Li Auto Inc.,,+0.19,+0.08,consumer_cyclical,LI,6878000.0
1788000.0,155.49,41147000000.0,Hilton Worldwide Holdings Inc.,32.67,+0.86,+1.32,consumer_cyclical,HLT,1431000.0
2399000.0,114.64,39053000000.0,"Ross Stores, Inc.",25.48,+0.03,+0.03,consumer_cyclical,ROST,1346000.0
1749000.0,137.67,38560000000.0,"Yum! Brands, Inc.",32.32,+0.53,+0.73,consumer_cyclical,YUM,1458000.0
5012000.0,66.52,37834000000.0,Sea Limited,,+4.39,+2.80,consumer_cyclical,SE,5481000.0
2309000.0,126.83,36049000000.0,Lennar Corporation,8.67,-0.74,-0.95,consumer_cyclical,LEN,1796000.0
72683,114.91,35950000000.0,Lennar Corporation,7.85,-0.87,-1.01,consumer_cyclical,LEN-B,70183
1044000.0,76.56,34637000000.0,Restaurant Brands International Inc.,23.41,-0.46,-0.35,consumer_cyclical,QSR,635678
8876000.0,18.15,32286000000.0,"Coupang, Inc.",151.25,+0.78,+0.14,consumer_cyclical,CPNG,5673000.0
3272000.0,38.18,30760000000.0,Mobileye Global Inc.,,+1.37,+0.51,consumer_cyclical,MBLY,3274000.0
2049999.9999999998,109.49,29618000000.0,Aptiv PLC,48.88,+0.29,+0.32,consumer_cyclical,APTV,1284000.0
3913000.0,109.11,27903000000.0,Royal Caribbean Cruises Ltd.,,+0.50,+0.54,consumer_cyclical,RCL,3153000.0
61151000.0,15.30,27213000000.0,NIO Inc.,,+3.80,+0.56,consumer_cyclical,NIO,115580000.0
4843000.0,41.04,26785000000.0,Trip.com Group Limited,34.20,+3.74,+1.48,consumer_cyclical,TCOM,6641000.0
47768000.0,27.64,25963000000.0,"Rivian Automotive, Inc.",,+2.60,+0.70,consumer_cyclical,RIVN,37667000.0
1654000.0,61.02,25450000000.0,"Yum China Holdings, Inc.",40.95,+2.11,+1.26,consumer_cyclical,YUMC,2871000.0
43463000.0,18.84,24606000000.0,Carnival Corporation & plc,,+1.89,+0.35,consumer_cyclical,CCL,26382000.0
1339000.0,223.99,24542000000.0,Tractor Supply Company,23.09,0.00,0.00,consumer_cyclical,TSCO,1122000.0
5235000.0,44.51,23801000000.0,eBay Inc.,18.78,-1.11,-0.50,consumer_cyclical,EBAY,7819000.0
